course_id,course_name,course_prerequisites,course_about
C_course-v1:TsinghuaX+00670122+2019_T1,advanced modern life aesthetics spring,prerequisites,course introduction elegance halls life chinese literati formed song dynasty four arts literati playing music chess calligraphy painting four arts life flower arranging tea ordering burning incense hanging pictures thousands years inheritance development four arts life skills also way understand wonder natural unity man heaven earth experience wise elegant beautiful way life one cultivate ones moral character gradually enter tao life aesthetics series art flower arrangement take flower arrangement main line art floral tea extends gardening art incense art tea ceremonial makeup course invite relevant industry guests enthusiasts interact share teacher speaker liu huifen special guests zhang zhihui professor tushui college tsinghua university puer tea life pan jiangqiong garden engineer tsinghua university introduction landscape plants tsinghua garden sha yao founding president tsinghua university student tea culture association tea tasting aesthetics luo zijie deputy director incense culture committee china intangible cultural heritage association agarwood fragrant mat gao jiayi member incense culture committee china intangible cultural heritage association agarwood fragrant mat leng shuai cultural director beijing tianfu tea cultural center tea evaluation tea tasting zhang lin beijing tongkexuan tea master tea evaluation tea tasting chen chen kanebo cosmetics training manager makeup techniques practice zhao qinghua kanebo cosmetics training manager makeup techniques practice zhang dong makeup artist kanebo cosmetics makeup techniques practice zhang haijing shenzhen civil servant incense candlediy tian hui working beijing chinas top ten famous flower experiences elizabeth gasson phd student university cambridge uk british afternoon tea experience deng junhui associate professor department computer science tsinghua university calligraphy works gao rong calligraphy works jiang ruru student school journalism communication tsinghua university calligraphy works wendi shi liu shutian fan yuqun sun zihan feng zhenzhen wu shuping tian li etc current students tsinghua university course interaction mooc design production director liu huifen teaching assistants sibing shi wendi wang xinyi zhang rong information zhang ranran liu mengjie song yu yaoyao sun zihan fan yuqun yang maoyi recording wang jianyi li yulong wei zhanlong lu zihan tian li liu xinhua graphics animation haibo fan yadi gao tianyi liu minghui editors qinghua road rao rao zhang ranran sun yingying liu mengjie liu shutian qinghuayuan calligraphy li zhe zhu xu jiang ruru xiaozhan offline activities qiu jing bi xianrong nian yingmei rao rao special thanks sharing original pictures tsinghua university teacher photography association wu zhuo guo hong jing wei zhang jun flowers life aesthetics mooc liuni hunan qingzhu tianjin jingwen wuhan chen chunding xiamen zhang xiao messiaen li yuexing xian feng zhenzhen beijing thank tsinghua university faculty photography association support thanks students took modern life aesthetics course interactive participation sharing works thank mooc students interactive participation sharing works
C_course-v1:TsinghuaX+00670122X+2019_T1,modern life aesthetics flower arrangement spring,prerequisites,elegance halls life chinese literati formed song dynasty four arts literati playing music chess calligraphy painting four arts life flower arrangement tea ordering burning incense hanging pictures thousands years inheritance development four arts life skills also way understand wonder natural unity man heaven earth experience wise elegant beautiful way life one cultivate ones moral character gradually enter tao life aesthetics series courses art flower arrangement take flower arrangement main line way flower flavored tea extends gardening way fragrance way tea etc course invite relevant industry guests enthusiasts interact share flower arrangement combine freshly cut plant materials branches leaves flowers fruits etc appropriate utensils use certain pruning techniques plastic arts create delicate work art lyrical expressions ritual creative process flower arrangement let go distracting thoughts calm mind realize natural temperament heaven earth way flowers course first sorts development eastern western flower arrangements looking different characteristics chinese japanese western flower cultures well process mutual influence integration goes operational aspects flower arrangement plant knowledge color composition composition eastern flower arrangements wait process get know get close plants flowers pay attention inner experience balance psychology cultivate elegant lifestyle social etiquette instructor liu huifen special guests chen hanzhang associate researcher china press publication research institute forgetting mountains rivers text feeling four seasons tsinghua university text ren shanshan civil servant shandong provincial department civil affairs life aesthetics like milk sugar coffee wang shiqi phd student imperial college london two years friendship life aesthetics class liu linlin researcher citic securities optimized university life zhang peili member chinese society women photographers member american society photographers flower fairy bi xianrong flower arrangement teacher qinghua dao freestyle pattern demonstration zhu lihong phd school biotechnology tsinghua university new year flower pattern demonstration shi wendi master student tsinghua university wang yuhuan master student tsinghua university flower arrangement practice demonstration mooc design production director liu huifen teaching assistants shi wendi wang caizhen bu yaohuama sibing wang xinyi recording didi wei qianlong lin fan li yulong wang delong editors qinghuadao rao rao zhang ranran sun yingying jiang peiyan li zhi brilliant rose qinghuayuan calligraphy li zhe zhu xu jiang ruru xiaozhan offline activities qiu jing bi xianrong rao rao nian yingmei special thanks tsinghua universityinteractive participation sharing works students modern life aesthetics offline course mooc students interactive participation work sharing
C_course-v1:TsinghuaX+00510133X+2019_T1,principles accounting spring,prerequisites,principles accounting explains principle knowledge accounting including basic theories basic rules basic methods accounting principle knowledge continuous summary people long term practice perceptual rational summarizes common regular principles formed content studying course understand general rules accounting work understand basic meaning main financial information understand main indicators financial statements basis calculate general financial ratios analyze financial status operating results strong interest accounting completing course lay foundation continue studies field accounting course mainly focuses financial accounting explaining basic concepts accounting accounting methods accounting principles processing major economic businesses preparation reporting financial statements calculation analysis general financial ratios including establishment enterprises involved accounting business relevant knowledge investment financing capital markets taxation systems etc linking management accounting corporate auditing internal control around core contents allowing establish overall concept accounting market economy conditions course chapter lecture introduction accounting concepts organizational form economic activities enterprise accounting objects accounting elements accounting equations accounting matters key financial statements lecture basic accounting methods impact economic operations accounting equation accounting account settings debit credit accounting method lecture accounting practice accounting documents accounting books financial statements accounting cycle accounting forms lecture conceptual framework accounting standards accounting accounting objectives accounting principles accounting assumptions accounting measurement models accounting regulations lecture monetary assets monetary funds accounts receivable trading financial assets lecture inventory inventory cost cost goods sold inventory recording system recognition measurement inventories determination issuing inventory inventory inventory costs storage reporting goods financial ratios involving current assets lecture fixed assets intangible assets fixed assets depreciation intangible assets amortization analysis relevant financial ratios lecture long term liabilities time value money long term borrowings corporate bonds financial ratios involving total liabilities lecture owners equity long term investment financial instruments owners equity long term equity investment overview financial instruments held maturity investments available sale financial assets lecture current liabilities income expenses profits current liabilities recognition measurement revenue expenses profit net profit analysis several financial ratios lecture cash flow statement consolidated statements cash flow statement consolidated financial statements auditing internal control financial reporting lecture international financial reporting standards management accounting fundamentals international convergence accounting standards main contents ifrs main contents management accounting cost behavior cost decomposition cost volume profit analysis capital budgeting investment management
C_course-v1:TsinghuaX+40670453X+2019_T1,photojournalism spring,prerequisites,digital network technologies integrate different traditional media forms platform photojournalism become essential skill future journalists become one core competencies graduates want work journalism industry course mainly provide training two aspects first basic photography principles skills training purpose initially transforming students photography enthusiast even rookie imaging worker certain professional skills second training image expression ability image news sensitivity students choose course fully understand basic rules standards followed general news photography reporting certain photo news reporting capabilities supplement course also provide preliminary thoughts discussions trend photo reporting influence new media help students adapt future work environment
C_course-v1:XJTU+ME-XMGL2013-014X+sp,project procurement contract management autonomous mode,students required relevant knowledge management economics understand overall framework basic methods project management theory,course teaches related concepts theories methods project procurement contract management including procurement classification planning formulation procurement plans basic process bidding contract formulation process legal features handling disputes claims methods etc representative practical cases domestic international principles practices field explained enrich students theoretical knowledge project procurement contract management improve practical work ability area characteristics course practicality operability practicality means course focuses actual project procurement bidding contract performance dispute resolution oriented towards solving specific problems practice serves practice project procurement contract management operability refers content course focusing regulations laws systems regulations project procurement contract management introduces operate compliance basic principles procurement contract management achieve goals economy efficiency
C_course-v1:TsinghuaX+00670122X+sp,modern life aesthetics autonomous mode,prerequisites,elegance halls life chinese literati formed song dynasty four arts literati playing music chess calligraphy painting four arts life flower arranging tea ordering burning incense hanging pictures thousands years inheritance development four arts life skills also way understand wonder natural unity man heaven earth experience wise elegant beautiful way life one cultivate ones moral character gradually enter tao modern life aesthetics focus flower arrangement among four arts life flower arrangement combine freshly cut plant materials branches leaves flowers fruits etc appropriate utensils use certain pruning techniques plastic arts create delicate work art lyrical expressions ritual creative process flower arranging let go distracting thoughts calm mind realize natural temperament heaven earth practice ikebana course first sorts development eastern western flower arrangements looking different characteristics chinese japanese western flower cultures well process mutual influence integration goes operational aspects flower arrangement plant knowledge color composition composition eastern flower arrangements wait process get know get close plants flowers pay attention inner experience balance psychology cultivate elegant lifestyle social etiquette modern life aesthetics content life aesthetics extended include incense ceremony tea ceremony etiquette health etc course invite relevant industry guests tea masters nutritionists makeup artists gardeners etc interact teachers students since sung dynasty chinese literati living tradition formed music chess book chinese drawings arts literati flower arrangementsikebana tea ordering incense traditional wall drawing arts life thousands years inheritance development arts life skill also understand human nature unity heaven earth experience wise elegant beautiful way life eventually cultivate ones morality art living today based flower arrangement known cut fresh plant material branchesleaves flowers etc match suitable vessel shaping trimming styling create exquisite work art creation flower arranging process lead world quiet contemplation comprehension natural temperament heavens earth first course sort development flower arrangement eastern western look different characteristics chinese japanese western culture flower arranging also learn process effect combine get operational level flower arranging plant knowledge color composition form oriental flower arrangement etc process get recognize experience kinds pants focus inner balance cultivate elegant way life social etiquette art living today extend tea ordering incense health mannersthe course invite relevant industry guests tea division dietitian makeup stylist gardener interact teachers classmates
C_course-v1:HUST+0200421+2019_T1,financial statement analysis spring,prerequisites,financial statement analysis course based financial statements enterprises focuses analysis practical application financial statements financial statement analysis widely used company investment decisions financial forecasts strategic analysis business decisions corporate valuation credit evaluation asset management performance evaluation many fields must must work life skills course starts large number actual cases basics improvement getting started practical breaks traditional financial ratio analysis conducts new interpretation corporate financial statements perspective decision making achieve correct results purpose evaluating enterprises financial status operating results financial performance revealing future earnings risks study course master steps methods financial statement analysis deepen understanding content financial statements clarify use financial report information effectively improve ability evaluate corporate operating results financial status better provide management decision making services teaching objectives understand purpose financial statement analysis main content financial reports accurately understand relevant concepts financial statements meaning specific composition main items financial statements interpret financial statements actual cases master methods techniques reading financial statements analyzing financial activities evaluating financial performance master steps methods financial statement analysis learn detect signs statement fraud detect financial fraud improve analysis decision making capabilities
C_course-v1:TsinghuaX+JRFX01+2019_T1,financial analysis valuation spring,principles accounting corporate finance,valuation essential skill securities investment private equity investment mergers acquisitions activities course based qualitative analysis companys prospects starting forecasting future statements introducing specific steps different methods valuation focus valuation theory focus specific applications various valuation models teach avoid common mistakes valuation course follow course financial analysis decision making taking course requires basic knowledge accounting basic skills analyzing financial statements outline week valuation preparation second week forecast report week free cash flow valuation week eva valuation week multiplier valuation week understandings value
C_course-v1:TsinghuaX+60510102X+2019_T1,starting new business spring,prerequisites,starting new enterprise series entrepreneurship education courses jointly offered tsinghua science technology park tsinghua university school economics management since course launched fifth time half teams took course established companies received investment directly indirectly course teams total financing exceeds million yuan starting new enterprise awarded title zhongguancun tsinghua dream classroom zhongguancun management committee starting new enterprise course like innovative incubator teams choose offline courses need selected interviews mid term final reports conducted form road shows judges composed teachers also industry experts investors suggestions guidance may useful future development team addition course established initial amount rmb million entrepreneurship good incubation fund used invest selected outstanding entrepreneurial teams business plans guide combine investments venture capital companies provide professional investment people provide follow coaching help team realize entrepreneurial dreams better faster course takes main issues faced starting new enterprise core course discussion also takes resources needed start new enterprise basis course conjunction teaching course course teachers come universities industries provide students knowledge skills resources help start businesses time content courses constantly adjusted optimized pain points entrepreneurial teams prescribed right medicine addition course builds communication sharing platform entrepreneurial teams participating starting new enterprise course entrepreneurship community maintains continuous attention communication previous classmates regular activities salons
C_course-v1:TsinghuaX+AP000008X+2019_T1,general academic english prerequisite course spring,prerequisites,course based eight units general academic english unit revolves around theme covering subjects culture life sciences art nature society technology engineering psychology economics management course analyzes vocabulary long difficult sentences text also analyzes usage words sentences context also foreign teachers united states united kingdom explaining academic english learning strategies tsinghua students sharing insights text topics hope help everyone understand differences chinese foreign worldviews values ways thinking etc cultivate students cross cultural awareness improve students sociolinguistic cross cultural communication skills enable communicate effectively english daily lives studies course belongs chinese college advanced placement cap academic interests course certified tsinghua university students passed online course study online examination register offline examination course submit application credit certification university offline examination transcript online learning behavior report application process score requirements credit certification formulated academic affairs office university based situation school according arrangements chinese college advanced placement cap council offline examinations course scheduled january july every year students register participate according personal learning conditions registration notice announced homepage wwwmoocaporgcn welcome follow sign
C_course-v1:TsinghuaX+40809644X+2019_T1,introduction interface design spring,learners need proficient ps ai prerequisites,course introductory course interface design geared towards beginners comprehensive introduction development status application fields trends field interface design helps students establish complete knowledge framework enrich horizons learn gui h web design production method starting two knowledge points students taught learn simple web gui design step step experience complete design process practical learning experience students preliminary understanding interface design pave way future depth learning self improvement
C_course-v1:ZUELX+B0800280+2018_T2,internal control risk management autumn,course requires small amount knowledge economics management statistics well certain understanding accounting auditing anyone interested study independently,internal control risk management important management activities internal control modern enterprises shifted traditional risk management simply avoids losses comprehensive risk management create value effective internal control system fully integrate corporate strategies management concepts control requirements corporate governance corporate culture job authorization system specifications operating procedures promote overall improvement corporate management levels risk analysis response defect improvement etc
C_course-v1:ZUELX+B0800280+sp,internal control risk management autonomous mode,course requires small amount knowledge economics management statistics well certain understanding accounting auditing anyone interested study independently,internal control risk management important management activities internal control modern enterprises shifted traditional risk management simply avoids losses comprehensive risk management create value effective internal control system fully integrate corporate strategies management concepts control requirements corporate governance corporate culture job authorization system specifications operating procedures promote overall improvement corporate management levels risk analysis response defect improvement etc
C_course-v1:TsinghuaX+00510663X+2019_T1,introduction business lessons take business world spring,prerequisites,course guides students observe understand business world basic logic business operations three levels industry enterprise individual gain deeper understanding creation growth setbacks sustained success enterprises learn various aspects enterprise management establish preliminary understanding work components strategy organization leadership innovation etc course suitable students knowledge base related fields interested business society course focus ten important core concepts related business social operations course sort basic concept ten concepts connected one another form logically complete knowledge system basic operations business society
C_course-v1:TsinghuaX+02070251X+sp,career exploration choice independent mode,prerequisites,career choice development one important themes life college students choosing first career easy task requires long period career exploration self exploration learning decision making thinking techniques learning adapt rapid changes oneself outside world learning balance ideals reality multiple roles work life master job search skills verify revise change career goals continuous practice said career exploration choice urgent tasks graduates also one important tasks ordinary college students studies career choice finding job also life course individual learns kind person want strives complete series career tasks interaction professional environment
C_course-v1:TsinghuaX+70800232X+2019_T1,visual communication design thinking methods spring,prerequisites,course strives achieve three levels goals thinking level must aware limitations restrictions thinking encourage question break established forms limited concepts make clear logic leap thinking equally important level knowledge understanding compare representative design thinking methodologies east west broaden horizons large amount knowledge information level ability training enable students use learned face design propositions actively cultivate ability respond changes circumstances analyze judge comprehensive thinking research transformation creation etc course content theoretical teaching including definition concept design analysis historical development design thinking methods metrical design concept rules systematic procedures art engineering design geometry explanation explanation diagrammatic thinking methods training including brainstorming mandala method mind mapping etc research based design methods design theories design psychology communication introduction training analytical methods including retrospective method deduction method etc design management planning etc school homework setting theme oriented information collection concept analysis method summary experimental redesign based actual design themes key points course teaching rationality sensibility logical thinking leap thinking design thinking research based design rhythmic design concept rule based design method systematic design thinking methods interdisciplinary cross field design thinking methods
C_course-v1:TsinghuaX+10421075X_2015_2+sp,calculus b autonomous mode,prerequisites,calculus cornerstone development modern mathematics also important foundation modern natural sciences social sciences management sciences calculus important common basic course university majors necessary condition learning subsequent courses calculus b mainly students majoring science engineering tsinghua university students taught semester main contents calculus b course include real numbers functions limit theory differential calculus functions one variable integral calculus functions one variable introduction compactness closed intervals completeness real numbers limit theory part worth looking forward differential calculus section introduces basic contents continuity derivatives differentials applications derivatives integral calculus section introduces content indefinite integrals definite integrals emphasizing idea definite integrals basic integral methods
C_course-v1:UQx+Think101x+sp,science everyday thinking autonomous mode,prerequisites,well examine everyday thinking people believe strange things form change opinions expectations bias judgment make better decisions examine discuss topics medical diagnosis paranormal phenomena placebos miracles youll learn evaluate claims understand evidence understand often make irrational choices begin rely time consuming careful analytical thinking rather hasty automatic instinctively emotional formulaic thinking patterns course provide tools help think skeptical measure value data based personal experience study mental shortcuts rules thumb people use misuse apply knowledge everyday situations help us make better decisions think team traveled thousands miles film conversations talented people including daniel kahneman nobel prize economics elizabeth loftus conducted cutting edge research false memories even mythbusters show tests claims separates fact fiction met leading thinkers around world compiled hundreds hours conversations demonstrations evaluations short videos help understand evaluate requirements learn better remember information improve daily thinking
C_course-v1:TsinghuaX+00720091X+sp,football science independent mode,prerequisites,football one widely played popular sports world known number one sport world scientific technological content cultural value social influence modern football increasing day day influence football gone beyond scope sports integrated various fields politics economy education culture course uses online classroom demonstrate basic knowledge football scientific theories contained students detail teachers explanation game video analysis animation enable students learn understand master basic knowledge scientific laws football new perspective feel unique charm football inspire students love football actively participate football enhance physical fitness cultivate sentiments promote students physical mental health harmonious development teaching content follows chapter introduction history football football technology physical laws football chapter football tactics football statistics coaches chapter physical fitness function physical fitness body shape football physiology football confrontation sports injuries prevention football chapter social significance humanistic value football sportsmanship football psychology football chapter football competition rules referees field equipment football design chapter development trends technology tactics modern football
C_course-v1:WellesleyX+HIST229x+sp,alexander great great autonomous mode,prerequisites,alexander great conquered world known ancient greeks integrating eastern western regions empire godlike god like people east west regions empire years old course provide introduction life leadership epic legacy warrior story controversial leader elusive genius help us understand history war also history human sexuality east west relations religious ideas ancient polytheists modern monotheists different perspectives
C_course-v1:BIT+PHY1701701+sp,college physics modern physics independent mode,advanced mathematics,quantum mechanics relativity collectively referred modern physics greatest discoveries physics th century without would todays various high new technologies computers lasers nuclear energy nanometers space exploration theory relativity section course focuses clarifying basic principles special relativity important significance physics discussions lorentz transformations space time concepts space time geometry relativity simultaneity slowing shortening moving clocks dynamic content relativistic mass momentum relativistic energy helpful everyone deepen understanding special relativity quantum physics part follow history development human understanding nature microscopic particles laws black body radiation photoelectric effect compton effect wave nature particles strange things incredible classical physics focus introducing basic concepts laws methods quantum physics proposed planck einstein de broglie born heisenberg etc students experience appreciate harmony beauty microscopic world mainly includes two parts relativity quantum physics relativity part focuses basic principles special relativity lorentz transformation space time effects relativity dynamics also briefly introduces basic principles general relativity space time view quantum physics part focuses wave particle duality microscopic particles schrdinger equation applications fixed physical foundations etc inspire students innovative thinking inquiry spirit
C_course-v1:TsinghuaX+00310222X+sp,maker training interesting mechanics experiments production independent mode,prerequisites,course includes three parts lecturer participated filming science thats columns introducing prop design experimental process demonstrating design phenomenon interesting scientific games teach basic autocad design use laser cutting machine design make interesting small devices original devices simple complex
C_course-v1:TsinghuaX+JWWCD001+2015_T2,teaching learning micro dictionary,prerequisites,october tsinghua university issued several opinions tsinghua university comprehensively deepening education teaching reform referred opinions opinions call promoting transformation main body education teaching teaching first learning first necessary change education method actively promote general education training undergraduate talents promote integration general education college necessary enrich training direction evaluation standards enhance students autonomy self confidence openness diversified growth reform measures summarized follows trinity focusing learning integrating general specialized subjects diversified growth order implement results meeting promote reform education teaching office academic affairs tsinghua university compiled number core concepts basic definitions requirements course teaching tsinghua university placed xuetang online form micro course resources general public teacher reference course overview series micro courses designed provide front line teachers colleges universities especially young teachers tsinghua university course basic knowledge curriculum teaching teachers understand course plans course teaching basic knowledge syllabus teaching methods assignment types assignment techniques assessment methods etc course objectives overall goal series micro courses provide useful practical curriculum teaching knowledge required outstanding college teachers within limited time studying series micro courses students able correctly define relevant concepts example syllabus credits case teaching process evaluation etc understand current ideological trends development trends broad influence teaching field able explain clearly curriculum designed implement teaching evaluate student performance able raise current problems personal teaching find corresponding solutions textbooks reading materials textbooks reading materials mainly based existing resources university library website published online school
C_course-v1:TsinghuaX+20220332X+sp,japanese language japanese culture independent mode,prerequisites,process development chinas modern history japan become country greatest influence china country world influence japanese culture character formation even cultural identity values shaping chinese teenagers underestimated learn japanese social life phenomena reflect chinese society recognize japan japanese see clearly various contradictory phenomena modern exchanges china japan fundamental differences island roots mainland farming nation understand communicate recognize country mastering culture country nation even important simply mastering language country process learning basic japanese language cultural phenomena japanese social life introduced analyzed previous classroom teaching language part expected study lessons designated textbook including japanese pronunciation basic sentence patterns word ending changes utterances use particles auxiliary verbs etc completing course master basics self study japanese course total units time spent online offline students course expected account respectively japanese culture japanese language basics taught different teachers
C_course-v1:TsinghuaX+00740113_1X+sp,vc objectoriented visual programming part windows programming basics autonomous mode,c language programming understanding c help learn course better,course uses visual c environment introduce basic ideas methods object oriented visual programming course strive explain knowledge points concepts difficulties part refined language time knowledge point accompanied necessary application examples detailed explanations code uses case driven approach help readers better grasp ideas development skills object oriented visual programming focusing mastering mechanism event driven message response content course mainly includes basics windows programming basics mfc programming among windows programming includes basic knowledge geometric drawing text inputoutput keyboard mouse application resource application mfc visual programming part mainly includes basic knowledge mfc library application various classes programming various controls knowledge points application using resource editor visual c write resource files applications single document multi document operations addition practical technologies database programming also introduced
C_course-v1:JXUST+JXUST2016001+2016_T2,artificial intelligence autonomous mode,algorithm analysis design mathematical statistics probability theory,main content definition artificial intelligence tree search algorithm information free search strategy heuristic search strategy constraint satisfaction problem solving game algorithm bayesian network hidden markov model kalman filter features teaching time artificial intelligence course school hours required course masters degree students computer science technology since basic theory artificial intelligence involves intelligent search reasoning machine learning etc essential theoretical foundation various research directions current information graduate students lay good foundation students conduct depth research various directions ideas applied pattern recognition intelligent analysis processing images videos data mining intelligent processing applications various information since course teaching focuses description algorithms students find boring master intelligent ideas well practical exercises combined programming
C_course-v1:TsinghuaX+40150442+2019_T1,automobile construction spring,mechanical drawing theoretical mechanics material mechanics mechanical principles introduction automobiles etc,automobile structure course mainly introduces basic components typical structures automobile chassis allowing students master functions structural characteristics working principles various systems typical parts automobile chassis train improve students ability analyze automobile chassis systems typical component structures study course lay solid foundation students study work subsequent courses main content course includes four parts transmission system driving system steering system braking system continuous emergence rapid development new energy vehicles recent years add new energy vehicle chassis related topics course due course content
C_course-v1:TsinghuaX+80515522X+sp,chinas real estate development path independent model,prerequisites,course developed two way perspective analyzing industrial chains levels real estate industry types real estate properties provide depth analysis status real estate industry national economy challenges faced long term sustainable stable development real estate industry real estate market course credit course tsinghua university totaling hours credits course syllabus formulated academic committee association curriculum development teaching undertaken associations directors evaluation method includes chapter exercises final objective test course relies alumni resources co initiated vice president yang bin president nie meisheng jointly designed planned organized tsinghua university graduate school tsinghua alumni real estate association hosted school economics management co organized school civil engineering water resources school architecture
C_course-v1:CCI+ccioo1+2018_T3,medical devices medical innovation,prerequisites,order support development public welfare medical undertakings improve medical knowledge system convey current status clinical scientific research cardiovascular diseases school students social learners medical workers provide clinical innovation guidance medical practitioners open field clinical innovation cardiovascular medicine develop
C_course-v1:Tsinghuax+30130123X+sp,control engineering fundamentals autonomous mode,basic calculus analog circuits required,basic course control engineering professional basic course undergraduates school mechanical engineering main contents basic course control engineering include electromechanical system modeling system time domain transient response analysis frequency domain analysis system stability error analysis controller design teaching basic course control engineering tsinghua university mainly focuses analysis correction closed loop control systems providing students solid foundation rich applications
C_course-v1:TsinghuaX+00690242+sp,cultural relics cultural china independent mode,prerequisites,chinese archeology one rapidly developing fields past years unearthing large number precious cultural relics continues refresh peoples understanding cultural china course uses pieces groups high quality cultural relics introduction uses process academic exploration chinese civilization clue introduce ancient chinas outstanding achievements many fields shipbuilding jade including many cutting edge archaeological discoveries research results content exciting enjoyed refined popular people students gain comprehensive intuitive depth understanding cultural china
C_course-v1:MITx+15_390_2x+sp,entrepreneurship customers autonomous mode,prerequisites,dont focus customers focus customers entrepreneurship weve learned see world customers perspectivea great perspective lessons far destination front us although close hand still continue learning creating great product meets customer needs important finding target customers customers get product product meet customer needs value product bring customers whats secret accumulate advantages face market competition fields diverse sme marketing urban design language education healthcare corporate support services use depth case studies explore construct product concepts meet customer needs establish clear value propositions extract business secrets understand competition course continues ready customers waiting us
C_course-v1:TsinghuaX+00690212X+sp,ancient chinese etiquette civilization part autonomous mode,prerequisites,china land etiquette passed thousands years teachings spread overseas according legend yin zhou dynasties years ago duke zhou made rituals music put forward program ritual rule later promotion improvement confucius seventy year old scholars well mencius xunzi others civilization ritual music became core confucian culture western han dynasty theoretical form ritual music culture source ancient ritual system rituals zhou rites book rites successively included academic circles goes without saying foundation ritual making profound impact chinese culture history formation confucian cultural circle east asia ritual music culture naturally become important feature eastern civilization doubt understand traditional chinese culture one must understand chinese etiquette culture course teaches students basic framework ancient chinese etiquette civilization process establishing traditional chinese etiquette concepts simple easy understand manner large number literature materials cultivates students humanistic qualities establishes good ethics guides life practice traditional chinese etiquette
C_course-v1:TsinghuaX+34100325_X+sp,software engineering autonomous mode,students required studied prerequisite courses advanced language programming data structures algorithms master basic knowledge programs data structures algorithms able use knowledge express problems solve skillfully proficient programming programming skills achievement capabilities,course explains basic concepts basic principles basic methods software engineering perspective software life cycle content involves relevant basic knowledge four major parts development management requirements modeling design implementation test maintenance emphasizing fundamentals software engineering permanent principles testability software architecture modularity reusability etc paying attention complexity software systems iterative development methods emphasizing ability analyze solve problems practical training software engineering cultivate students good engineering development habits studying course students master basic knowledge software engineering understand design application software large complex systems engineering perspective professional abilities required engage software development software engineers
C_course-v1:TsinghuaX+10610224X+sp,introduction mao zedong thought theoretical system socialism chinese characteristics independent model,prerequisites,course ideological political theory course course features combination history theory combination thought reality combination online offline combination elegance popularity teaches sinicization marxism mao zedong thought theory basic line primary stage socialism topics theory essence socialism theory socialist reform opening overall layout fundamental purpose reliance strength leadership core building socialism chinese characteristics guide students correctly grasp basic content spiritual essence mao zedong thought theoretical system socialism chinese characteristics guide students deeply understand necessity possibility arduousness reform opening guide students firmly establish self confidence path theory system culture socialism chinese characteristics course implements customer oriented teaching model setting multiple teaching links guide students transform teaching object teaching subject passive learning active learning listening listening transformation focusing listening speaking reading writing vocational education focusing listening speaking reading writing course encourages guides students realize six modernizations first turn ears mouth listen also speak second turn eyes hands read also write third turn eyes hands read also write transforming knowledge action means requiring knowledge also practicing fourth turning outside inside transforming external knowledge internal qualities fifth turning hidden explicit means hidden qualities transform explicit results sixth turning others ones transforming qualities others students qualities
